,date,title,author,publisher,description
183,12/25/2022,A WORLD OF CURIOSITIES, Louise Penny,Minotaur,"The 18th book in the Chief Inspector Gamache series. When an attic room that was sealed off 160 years ago is opened, an old enemy returns."
184,12/25/2022,DEMON COPPERHEAD, Barbara Kingsolver,Harper,A reimagining of Charles Dickens’s “David Copperfield” set in the mountains of southern Appalachia.
185,12/25/2022,DREAMLAND, Nicholas Sparks,Random House,Musicians from different backgrounds are attracted to each other and a mother flees with her son from an abusive husband.
186,12/25/2022,TRIPLE CROSS, James Patterson,"Little, Brown",Detective Alex Cross and the true-crime author Thomas Tull search for a serial killer known as the Family Man.
187,12/25/2022,STELLA MARIS, Cormac McCarthy,Knopf,"A companion volume to McCarthy's recent novel ""The Passenger."" A doctoral candidate diagnosed with paranoid schizophrenia contemplates the nature of madness."
188,12/25/2022,TOM CLANCY: RED WINTER, Marc Cameron,Putnam,The 22nd book in the Jack Ryan series. Ryan goes behind the Berlin Wall in 1985 to investigate an East German defector.
189,12/25/2022,MAD HONEY, Jodi Picoult and Jennifer Finney Boylan,Ballantine,"After returning to her hometown, Olivia McAfee’s son gets accused of killing his crush."
190,12/25/2022,"TOMORROW, AND TOMORROW, AND TOMORROW", Gabrielle Zevin,Knopf,Two friends find their partnership challenged in the world of video game design.
191,12/25/2022,DESERT STAR, Michael Connelly,"Little, Brown",Ballard and Bosch bury old resentments as they go after two killers.
192,12/25/2022,NO PLAN B, Lee Child and Andrew Child,Delacorte,The 27th book in the Jack Reacher series. Reacher goes after a killer but is unaware of the bigger implications.
193,12/25/2022,GOING ROGUE, Janet Evanovich,Atria,The 29th book in the Stephanie Plum series. The man who abducted the office manager at Vinnie's Bail Bonds demands a mysterious coin in exchange for her.
194,12/25/2022,THE CHOICE, Nora Roberts,St. Martin's,The third book in the Dragon Heart Legacy series. Breen Siobhan Kelly confronts darkness during her first Christmas in both Talamh and Ireland.
195,12/18/2022,A WORLD OF CURIOSITIES, Louise Penny,Minotaur,"The 18th book in the Chief Inspector Gamache series. When an attic room that was sealed off 160 years ago is opened, an old enemy returns."
196,12/18/2022,THE BOYS FROM BILOXI, John Grisham,Doubleday,"Two childhood friends follow in their fathers’ footsteps, which puts them on opposite sides of the law."
197,12/18/2022,FAIRY TALE, Stephen King,Scribner,A high school kid inherits a shed that is a portal to another world where good and evil are at war.
198,12/18/2022,LESSONS IN CHEMISTRY, Bonnie Garmus,Doubleday,A scientist and single mother living in California in the 1960s becomes a star on a TV cooking show.
199,12/18/2022,TRIPLE CROSS, James Patterson,"Little, Brown",Detective Alex Cross and the true-crime author Thomas Tull search for a serial killer known as the Family Man.
200,12/18/2022,DEMON COPPERHEAD, Barbara Kingsolver,Harper,A reimagining of Charles Dickens’s “David Copperfield” set in the mountains of southern Appalachia.
201,12/18/2022,DREAMLAND, Nicholas Sparks,Random House,Musicians from different backgrounds are attracted to each other and a mother flees with her son from an abusive husband.
202,12/18/2022,MAD HONEY, Jodi Picoult and Jennifer Finney Boylan,Ballantine,"After returning to her hometown, Olivia McAfee’s son gets accused of killing his crush."
203,12/18/2022,THE CHOICE, Nora Roberts,St. Martin's,The third book in the Dragon Heart Legacy series. Breen Siobhan Kelly confronts darkness during her first Christmas in both Talamh and Ireland.
204,12/18/2022,DESERT STAR, Michael Connelly,"Little, Brown",Ballard and Bosch bury old resentments as they go after two killers.
205,12/18/2022,"TOMORROW, AND TOMORROW, AND TOMORROW", Gabrielle Zevin,Knopf,Two friends find their partnership challenged in the world of video game design.
206,12/18/2022,GOING ROGUE, Janet Evanovich,Atria,The 29th book in the Stephanie Plum series. The man who abducted the office manager at Vinnie's Bail Bonds demands a mysterious coin in exchange for her.
207,12/18/2022,NO PLAN B, Lee Child and Andrew Child,Delacorte,The 27th book in the Jack Reacher series. Reacher goes after a killer but is unaware of the bigger implications.
208,12/18/2022,THE WHITTIERS, Danielle Steel,Delacorte,"After tragedy strikes, six adult children return to the family home without their parents for the first time."
209,12/18/2022,OUR MISSING HEARTS, Celeste Ng,Penguin Press,"Twelve-year-old Bird Gardner goes on a quest to find his mother, a Chinese American poet whose work he was taught to disavow."
210,12/11/2022,THE CHOICE, Nora Roberts,St. Martin's,The third book in the Dragon Heart Legacy series. Breen Siobhan Kelly confronts darkness during her first Christmas in both Talamh and Ireland.
211,12/11/2022,FAIRY TALE, Stephen King,Scribner,A high school kid inherits a shed that is a portal to another world where good and evil are at war.
212,12/11/2022,THE BOYS FROM BILOXI, John Grisham,Doubleday,"Two childhood friends follow in their fathers’ footsteps, which puts them on opposite sides of the law."
213,12/11/2022,LESSONS IN CHEMISTRY, Bonnie Garmus,Doubleday,A scientist and single mother living in California in the 1960s becomes a star on a TV cooking show.
214,12/11/2022,A CHRISTMAS MEMORY, Richard Paul Evans,Gallery,"In 1967, the joy of the holiday season seems out of reach to a boy whose brother died in the Vietnam War and father lost his job."
215,12/11/2022,DREAMLAND, Nicholas Sparks,Random House,Musicians from different backgrounds are attracted to each other and a mother flees with her son from an abusive husband.
216,12/11/2022,THE WHITTIERS, Danielle Steel,Delacorte,"After tragedy strikes, six adult children return to the family home without their parents for the first time."
217,12/11/2022,MAD HONEY, Jodi Picoult and Jennifer Finney Boylan,Ballantine,"After returning to her hometown, Olivia McAfee’s son gets accused of killing his crush."
218,12/11/2022,GOING ROGUE, Janet Evanovich,Atria,The 29th book in the Stephanie Plum series. The man who abducted the office manager at Vinnie's Bail Bonds demands a mysterious coin in exchange for her.
219,12/11/2022,TRIPLE CROSS, James Patterson,"Little, Brown",Detective Alex Cross and the true-crime author Thomas Tull search for a serial killer known as the Family Man.
220,12/11/2022,DESERT STAR, Michael Connelly,"Little, Brown",Ballard and Bosch bury old resentments as they go after two killers.
221,12/11/2022,DEMON COPPERHEAD, Barbara Kingsolver,Harper,A reimagining of Charles Dickens’s “David Copperfield” set in the mountains of southern Appalachia.
222,12/11/2022,NO PLAN B, Lee Child and Andrew Child,Delacorte,The 27th book in the Jack Reacher series. Reacher goes after a killer but is unaware of the bigger implications.
223,12/11/2022,OUR MISSING HEARTS, Celeste Ng,Penguin Press,"Twelve-year-old Bird Gardner goes on a quest to find his mother, a Chinese American poet whose work he was taught to disavow."
224,12/11/2022,VERITY, Colleen Hoover,Grand Central,Lowen Ashleigh is hired by the husband of an injured writer to complete her popular series and uncovers a horrifying truth.
225,12/4/2022,THE BOYS FROM BILOXI, John Grisham,Doubleday,"Two childhood friends follow in their fathers’ footsteps, which puts them on opposite sides of the law."
226,12/4/2022,THE LOST METAL, Brandon Sanderson,Tor,The seventh book in the Mistborn series. The fate of millions depends on a decision by the frontier lawman turned big-city senator Waxillium Ladrian.
227,12/4/2022,FAIRY TALE, Stephen King,Scribner,A high school kid inherits a shed that is a portal to another world where good and evil are at war.
228,12/4/2022,DESERT STAR, Michael Connelly,"Little, Brown",Ballard and Bosch bury old resentments as they go after two killers.
229,12/4/2022,DREAMLAND, Nicholas Sparks,Random House,Musicians from different backgrounds are attracted to each other and a mother flees with her son from an abusive husband.
230,12/4/2022,GOING ROGUE, Janet Evanovich,Atria,The 29th book in the Stephanie Plum series. The man who abducted the office manager at Vinnie's Bail Bonds demands a mysterious coin in exchange for her.
231,12/4/2022,NO PLAN B, Lee Child and Andrew Child,Delacorte,The 27th book in the Jack Reacher series. Reacher goes after a killer but is unaware of the bigger implications.
232,12/4/2022,LESSONS IN CHEMISTRY, Bonnie Garmus,Doubleday,A scientist and single mother living in California in the 1960s becomes a star on a TV cooking show.
233,12/4/2022,MAD HONEY, Jodi Picoult and Jennifer Finney Boylan,Ballantine,"After returning to her hometown, Olivia McAfee’s son gets accused of killing his crush."
234,12/4/2022,TRIPLE CROSS, James Patterson,"Little, Brown",Detective Alex Cross and the true-crime author Thomas Tull search for a serial killer known as the Family Man.
235,12/4/2022,LONG SHADOWS, David Baldacci,Grand Central,The seventh book in the Memory Man series. Decker works with a new partner to investigate a double homicide.
236,12/4/2022,DEMON COPPERHEAD, Barbara Kingsolver,Harper,A reimagining of Charles Dickens’s “David Copperfield” set in the mountains of southern Appalachia.
237,12/4/2022,OUR MISSING HEARTS, Celeste Ng,Penguin Press,"Twelve-year-old Bird Gardner goes on a quest to find his mother, a Chinese American poet whose work he was taught to disavow."
238,12/4/2022,THE PASSENGER, Cormac McCarthy,Knopf,"The first of a two-volume story. Bobby Western discovers things have gone missing from a jet in an underwater crash site, including the 10th passenger."
239,12/4/2022,"TOMORROW, AND TOMORROW, AND TOMORROW", Gabrielle Zevin,Knopf,Two friends find their partnership challenged in the world of video game design.
240,11/27/2022,DESERT STAR, Michael Connelly,"Little, Brown",Ballard and Bosch bury old resentments as they go after two killers.
241,11/27/2022,THE BOYS FROM BILOXI, John Grisham,Doubleday,"Two childhood friends follow in their fathers’ footsteps, which puts them on opposite sides of the law."
242,11/27/2022,FAIRY TALE, Stephen King,Scribner,A high school kid inherits a shed that is a portal to another world where good and evil are at war.
243,11/27/2022,NO PLAN B, Lee Child and Andrew Child,Delacorte,The 27th book in the Jack Reacher series. Reacher goes after a killer but is unaware of the bigger implications.
244,11/27/2022,GOING ROGUE, Janet Evanovich,Atria,The 29th book in the Stephanie Plum series. The man who abducted the office manager at Vinnie's Bail Bonds demands a mysterious coin in exchange for her.
245,11/27/2022,TRIPLE CROSS, James Patterson,"Little, Brown",Detective Alex Cross and the true-crime author Thomas Tull search for a serial killer known as the Family Man.
246,11/27/2022,DREAMLAND, Nicholas Sparks,Random House,Musicians from different backgrounds are attracted to each other and a mother flees with her son from an abusive husband.
247,11/27/2022,MAD HONEY, Jodi Picoult and Jennifer Finney Boylan,Ballantine,"After returning to her hometown, Olivia McAfee’s son gets accused of killing his crush."
248,11/27/2022,LESSONS IN CHEMISTRY, Bonnie Garmus,Doubleday,A scientist and single mother living in California in the 1960s becomes a star on a TV cooking show.
249,11/27/2022,DEMON COPPERHEAD, Barbara Kingsolver,Harper,A reimagining of Charles Dickens’s “David Copperfield” set in the mountains of southern Appalachia.
250,11/27/2022,LONG SHADOWS, David Baldacci,Grand Central,The seventh book in the Memory Man series. Decker works with a new partner to investigate a double homicide.
251,11/27/2022,THE PASSENGER, Cormac McCarthy,Knopf,"The first of a two-volume story. Bobby Western discovers things have gone missing from a jet in an underwater crash site, including the 10th passenger."
252,11/27/2022,OUR MISSING HEARTS, Celeste Ng,Penguin Press,"Twelve-year-old Bird Gardner goes on a quest to find his mother, a Chinese American poet whose work he was taught to disavow."
253,11/27/2022,THE CLOISTERS, Katy Hays,Atria,A woman assigned to the Met Cloisters discovers a 15th-century deck of tarot cards that might help predict the future.
254,11/27/2022,VERITY, Colleen Hoover,Grand Central,Lowen Ashleigh is hired by the husband of an injured writer to complete her popular series and uncovers a horrifying truth.
255,11/20/2022,THE BOYS FROM BILOXI, John Grisham,Doubleday,"Two childhood friends follow in their fathers’ footsteps, which puts them on opposite sides of the law."
256,11/20/2022,GOING ROGUE, Janet Evanovich,Atria,The 29th book in the Stephanie Plum series. The man who abducted the office manager at Vinnie's Bail Bonds demands a mysterious coin in exchange for her.
257,11/20/2022,NO PLAN B, Lee Child and Andrew Child,Delacorte,The 27th book in the Jack Reacher series. Reacher goes after a killer but is unaware of the bigger implications.
258,11/20/2022,TRIPLE CROSS, James Patterson,"Little, Brown",Detective Alex Cross and the true-crime author Thomas Tull search for a serial killer known as the Family Man.
259,11/20/2022,FAIRY TALE, Stephen King,Scribner,A high school kid inherits a shed that is a portal to another world where good and evil are at war.
